iter	MultiClass
503	0.06683562429
504	0.06678724654
505	0.0666581051
506	0.06661396299
507	0.06654807955
508	0.06650251473
509	0.06641766653
510	0.06636684896
511	0.06630547416
512	0.0662336138
513	0.0661733514
514	0.06614061383
515	0.06604584667
516	0.0660099288
517	0.06592226287
518	0.06575745368
519	0.06567495429
520	0.06562760362
521	0.06556407534
522	0.06550550357
523	0.06546732415
524	0.06543225898
525	0.06529512709
526	0.06523800463
527	0.06515027444
528	0.06511464084
529	0.06504074075
530	0.06498640819
531	0.0649219173
532	0.06488676448
533	0.06487072905
534	0.06481349037
535	0.06474485241
536	0.06467813415
537	0.06464102216
538	0.06459407624
539	0.06452702588
540	0.06449112602
541	0.06445444698
542	0.06432023296
543	0.06420986571
544	0.06416766312
545	0.06409761626
546	0.06405610069
547	0.06400610651
548	0.06393655258
549	0.06383134561
550	0.06373374803
551	0.06362172233
552	0.06350706683
553	0.06346443961
554	0.06339115959
555	0.06331328798
556	0.06320793176
557	0.06315163248
558	0.06309991634
559	0.06300903022
560	0.06296397525
561	0.06291622869
562	0.0628640844
563	0.06279702209
564	0.06274992765
565	0.06271449182
566	0.06267677414
567	0.06261022031
568	0.06255369217
569	0.06249181662
570	0.062385955
571	0.06235107697
572	0.06231997078
573	0.06221598863
574	0.06218267128
575	0.0621427968
576	0.06210462851
577	0.06204977652
578	0.0620163917
579	0.06193549291
580	0.06187891991
581	0.06185200575
582	0.06179596131
583	0.06176115298
584	0.06167569148
585	0.06165545586
586	0.06153706124
587	0.06150484321
588	0.06142999707
589	0.06127979957
590	0.06119586271
591	0.06116474364
592	0.06112861904
593	0.06105376272
594	0.06098015116
595	0.06093884916
596	0.06088326573
597	0.06086336399
598	0.06083011107
599	0.06074620493
600	0.06053512845
601	0.06045918567
602	0.06037884182
603	0.06035412332
604	0.06031060175
605	0.0602483208
606	0.06019800892
607	0.06012222597
608	0.06007505154
609	0.06004476264
610	0.05996644855
611	0.05989668848
612	0.05983340489
613	0.05975334711
614	0.05965544715
615	0.05960804212
616	0.0595583265
617	0.05949746084
618	0.05942200336
619	0.05938431393
620	0.05934951599
621	0.05928251018
622	0.05921450811
623	0.05913954503
624	0.05907819326
625	0.05900783144
626	0.05896245603
627	0.0589149673
628	0.05885615063
629	0.05877141863
630	0.05873045022
631	0.05865526387
632	0.05859466627
633	0.05854268871
634	0.05842825953
635	0.05839941878
636	0.05829321499
637	0.05820630109
638	0.05811054573
639	0.0580328942
640	0.05793993527
641	0.05791653304
642	0.05785528119
643	0.05777526479
644	0.05774677844
645	0.05771472821
646	0.05768245195
647	0.05763051316
648	0.05756803475
649	0.05751898181
650	0.05745932552
651	0.0573906395
652	0.05730525876
653	0.05727037674
654	0.05723675804
655	0.0571906723
656	0.05712502979
657	0.05704262922
658	0.05697254112
659	0.05685679991
660	0.05681146325
661	0.05678115652
662	0.05673851675
663	0.05670824797
664	0.05662335428
665	0.05651087539
666	0.05641690337
667	0.05631287185
668	0.05615354548
669	0.05611422886
670	0.05607235145
671	0.05601303757
672	0.05597686061
673	0.05588830422
674	0.05583499984
675	0.05579089792
676	0.05572450649
677	0.05569696567
678	0.05564570233
679	0.0555968724
680	0.05555043946
681	0.05552652492
682	0.05547300452
683	0.05542516163
684	0.05537402214
685	0.05532901539
686	0.05529371266
687	0.05527160235
688	0.05520701607
689	0.05514471521
690	0.05510842912
691	0.05506201447
692	0.05501722006
693	0.05498172462
694	0.05495682862
695	0.0549143362
696	0.05486212404
697	0.05481199824
698	0.05472245274
699	0.05469184505
700	0.0546444708
701	0.05458432731
702	0.05455398341
703	0.05452533393
704	0.0545041708
705	0.05446396917
706	0.05444249869
707	0.05439028292
708	0.05435985747
709	0.0543238069
710	0.05429156604
711	0.05426639906
712	0.05423172142
713	0.05413166638
714	0.05409631097
715	0.05404086214
716	0.05396215916
717	0.05387647953
718	0.05385128582
719	0.05380873511
720	0.05374941498
721	0.05371281742
722	0.05366699668
723	0.05358493874
724	0.05355518521
725	0.05352120222
726	0.05350282348
727	0.05343954012
728	0.05340576718
729	0.05336911633
730	0.05331804789
731	0.05327910238
732	0.05322317306
733	0.0531824119
734	0.05310742262
735	0.05306687926
736	0.05305208894
737	0.05300973061
738	0.05297292048
739	0.05294510564
740	0.05291955796
741	0.05289656116
742	0.05285172826
743	0.05283950028
744	0.05281878795
745	0.05278268995
746	0.05274538564
747	0.05271889527
748	0.05269068668
749	0.05264499436
750	0.05255109389
751	0.05248052957
752	0.05242463722
753	0.05236761917
754	0.05234002235
755	0.05229926421
756	0.05225702546
757	0.05222662923
758	0.05217382272
759	0.05213190737
760	0.05210756995
761	0.05208179099
762	0.05205872284
763	0.05203081555
764	0.05200377125
765	0.05194749266
766	0.05193258968
767	0.05190190018
768	0.05185065497
769	0.05180959302
770	0.0517630639
771	0.05173142199
772	0.05168534585
773	0.05165483706
774	0.05157111159
775	0.05148354882
776	0.05139997178
777	0.05137315263
778	0.05132093693
779	0.0512797362
780	0.05125414819
781	0.05119301313
782	0.05116540599
783	0.05111850244
784	0.05100285929
785	0.05094597507
786	0.05092062372
787	0.05086483148
788	0.05083284159
789	0.05080243259
790	0.05077291724
791	0.05069267349
792	0.05064455789
793	0.05062170542
794	0.05052371329
795	0.05046033523
796	0.0504157661
797	0.05038004313
798	0.05032068217
799	0.05025965864
800	0.05021724275
801	0.05015615077
802	0.0501179563
803	0.05007878276
804	0.05006507124
805	0.05003057691
806	0.04998977279
807	0.04995119301
808	0.04991859002
809	0.04988035265
810	0.04984154978
811	0.04978760172
812	0.04973721979
813	0.04971326717
814	0.04966879059
815	0.04962141637
816	0.0495768985
817	0.04951469837
818	0.04946283503
819	0.04942475814
820	0.04940007709
821	0.04934614949
822	0.04929954462
823	0.04924929181
824	0.04923451863
825	0.04919596902
826	0.04911745525
827	0.04907594353
828	0.0490599641
829	0.04902661747
830	0.04899124387
831	0.04893325071
832	0.04875528567
833	0.04871727021
834	0.04864903798
835	0.04859716038
836	0.04856221826
837	0.0485295183
838	0.04849735356
839	0.04847143969
840	0.04844632721
841	0.04842226568
842	0.04838113111
843	0.04833932017
844	0.04824411956
845	0.04816919917
846	0.04813738
847	0.04808394945
848	0.0480492365
849	0.04801259108
850	0.04790827459
851	0.04788971971
852	0.04784266767
853	0.04777237019
854	0.04774695497
855	0.04771396681
856	0.04768545222
857	0.04764670279
858	0.04760488459
859	0.04757392269
860	0.04749554967
861	0.04746792526
862	0.04742818856
863	0.04738814284
864	0.04737829877
865	0.04731791719
866	0.04729139171
867	0.04725747899
868	0.04722054094
869	0.04718970189
870	0.04716782998
871	0.04714126707
872	0.04710347831
873	0.04703501031
874	0.04700224192
875	0.04697078514
876	0.04693663915
877	0.0469175817
878	0.04687795231
879	0.04683866746
880	0.04679086285
881	0.0467625168
882	0.0467310778
883	0.046647532
884	0.04659783983
885	0.04656249474
886	0.04652184521
887	0.04644426991
888	0.04640985184
889	0.04636149518
890	0.04630996095
891	0.0462729316
892	0.04624288285
893	0.04620373957
894	0.04616278218
895	0.04612220435
896	0.04609620292
897	0.04604852074
898	0.04601940219
899	0.04595700489
900	0.0458999081
901	0.04588151514
902	0.04585888046
903	0.04583687417
904	0.04581327961
905	0.045779256
906	0.04570131644
907	0.04564960382
908	0.04558297956
909	0.04556273101
910	0.04552413782
911	0.04549070456
912	0.04545645035
913	0.04543993654
914	0.04538647312
915	0.04535204953
916	0.04533713931
917	0.04532412895
918	0.04527715174
919	0.04525131792
920	0.04520709451
921	0.04516992372
922	0.04515462176
923	0.04512945457
924	0.04508504177
925	0.0450720112
926	0.04505209705
927	0.04501655839
928	0.04500039282
929	0.04495926231
930	0.04493093092
931	0.04489848278
932	0.04485809286
933	0.04483764116
934	0.04481733014
935	0.04479508457
936	0.04478382982
937	0.04474582945
938	0.04471107318
939	0.04468673814
940	0.04464571413
941	0.04461448647
942	0.04460170164
943	0.04456998458
944	0.04454914949
945	0.04451461142
946	0.04448034552
947	0.04443450672
948	0.0443981783
949	0.04436256659
950	0.04432384589
951	0.04429915707
952	0.04424420755
953	0.04419970814
954	0.04413921936
955	0.04409606655
956	0.04406586665
957	0.04401709896
958	0.04399219706
959	0.0439616704
960	0.04394348573
961	0.04389945374
962	0.04381537992
963	0.04377509415
964	0.04373859524
965	0.04368224783
966	0.04363952545
967	0.04361381833
968	0.04358872696
969	0.04354589
970	0.04348715505
971	0.04347085737
972	0.0434057675
973	0.04338652765
974	0.04332729343
975	0.04331817888
976	0.04330543998
977	0.04328222451
978	0.04321186002
979	0.04318404398
980	0.04314769736
981	0.04312045076
982	0.04308734731
983	0.04305167989
984	0.04302836038
985	0.04301130388
986	0.04299753093
987	0.04293344199
988	0.04290456688
989	0.04287015434
990	0.04283264127
991	0.04279068663
992	0.04278070009
993	0.04274351096
994	0.04272944264
995	0.04270374482
996	0.04263844775
997	0.0426155284
998	0.04253762266
999	0.04250889092
